config,Model,Recall@10,NDCG@10,Recall@20,NDCG@20,TailRecall@20,Coverage@20,ARP@20,TailExposure@20,MiddleExposure@20,HeadExposure@20
full,PopAware-Full(ILE+Aug+CL),0.006297646556049585,0.003339282004162669,0.010938017629086971,0.0045194728299975395,0.0018691589357331395,0.9971695442966317,4.376167297363281,0.34738979118329466,0.3627030162412993,0.28990719257540604
