config,Model,Recall@10,NDCG@10,Recall@20,NDCG@20,TailRecall@20,Coverage@20,ARP@20,TailExposure@20,MiddleExposure@20,HeadExposure@20
full,PopAware-Full(ILE+Aug+CL),0.009280742146074772,0.004601740278303623,0.016241298988461494,0.006341718602925539,0.0018691589357331395,0.9779224455137278,4.877999782562256,0.21663075903215115,0.40268478621146836,0.3806844547563805
