Recall@10,NDCG@10,Recall@20,NDCG@20,TailRecall@20,Coverage@20,ARP@20,TailExposure@20,MiddleExposure@20,HeadExposure@20
0.07026848196983337,0.034753549844026566,0.1276102066040039,0.049220483750104904,0.0036429872270673513,0.3971129351825644,6.855933666229248,0.0012926748425588332,0.03931057341730196,0.9593967517401392
