Recall@10,NDCG@10,Recall@20,NDCG@20,TailRecall@20,Coverage@20,ARP@20,TailExposure@20,MiddleExposure@20,HeadExposure@20
0.07424593716859818,0.03690852224826813,0.1309247612953186,0.05109703540802002,0.01092896144837141,0.628078120577413,6.518258094787598,0.008634405038117335,0.11399569108385814,0.8773699038780245
