model_name,val_recall@10_mean,val_recall@10_std,val_recall@20_mean,val_recall@20_std,val_hit_rate@10_mean,val_hit_rate@10_std,val_hit_rate@20_mean,val_hit_rate@20_std,val_ndcg@10_mean,val_ndcg@10_std,val_ndcg@20_mean,val_ndcg@20_std,test_recall@10_mean,test_recall@10_std,test_recall@20_mean,test_recall@20_std,test_hit_rate@10_mean,test_hit_rate@10_std,test_hit_rate@20_mean,test_hit_rate@20_std,test_ndcg@10_mean,test_ndcg@10_std,test_ndcg@20_mean,test_ndcg@20_std
bprmf,0.08247707431444264,0.003232041238129798,0.14191802002760392,0.0005820160533213414,0.08247707431444264,0.003232041238129798,0.14191802002760392,0.0005820160533213414,0.040024827398362245,0.0014466187008261781,0.05492853567353231,0.000621256420330459,0.07203623916368934,0.001991030967952717,0.12556623572072276,0.0028958882284304366,0.07203623916368934,0.001991030967952717,0.12556623572072276,0.0028958882284304366,0.035469417546799324,0.001391515857737835,0.048879482905721944,0.0015124751576439987
lightgcn,0.06938459838115633,0.0015398696122147493,0.1197657716943011,0.0008504477523319027,0.06938459838115633,0.0015398696122147493,0.1197657716943011,0.0008504477523319027,0.03479192978201891,0.0005456703143242479,0.04739042812323072,0.00014652927337796413,0.06363937682080645,0.0005975391939958294,0.10938017890754555,0.0021158676785413594,0.06363937682080645,0.0005975391939958294,0.10938017890754555,0.0021158676785413594,0.031605046255646356,0.00037913867733641086,0.043099270847282045,0.0006226314807841867
