Recall@10,NDCG@10,Recall@20,NDCG@20,TailRecall@20,Coverage@20,ARP@20,TailExposure@20,MiddleExposure@20,HeadExposure@20
0.0647994726896286,0.03237378969788551,0.11501491814851761,0.04506159573793411,0.0018214936135336757,0.3130484007925276,7.021695613861084,0.0009529333775273451,0.017923433874709977,0.9811236327477627
