epoch,train_loss,val_recall@10,val_recall@20,val_hit_rate@10,val_hit_rate@20,val_ndcg@10,val_ndcg@20
1,0.4453271176135568,0.04706662246648112,0.08054358633170272,0.04706662246648112,0.08054358633170272,0.022601408722792236,0.0309420065151112
2,0.31687507345529425,0.046735167378645526,0.08087504141953832,0.046735167378645526,0.08087504141953832,0.022323606187279528,0.030827636920337968
3,0.3096420573087618,0.045409347027303135,0.08070931387562051,0.045409347027303135,0.08070931387562051,0.021577675131674058,0.03041739740653132
4,0.30705767378913,0.04640371228957516,0.08087504141953832,0.04640371228957516,0.08087504141953832,0.022086781151111172,0.030689681406951837
5,0.305398862400566,0.04656943983472773,0.08054358633170272,0.04656943983472773,0.08054358633170272,0.022172092281363444,0.03064355782468093
6,0.30087726539598986,0.04690089492256332,0.08021213124386711,0.04690089492256332,0.08021213124386711,0.022295608870835742,0.030607954431343717
7,0.29907605173562807,0.04656943983472773,0.08054358633170272,0.04656943983472773,0.08054358633170272,0.022097593824723955,0.03056513391716673
8,0.29513731724166664,0.04690089492256332,0.08137222405129171,0.04690089492256332,0.08137222405129171,0.022159445473049447,0.030739580119633104
9,0.29065709311373994,0.047563805096999756,0.0820351342269629,0.047563805096999756,0.0820351342269629,0.022436825621516294,0.031009157829389178
10,0.28202335953381424,0.04839244281782352,0.08336095457830531,0.04839244281782352,0.08336095457830531,0.022664045948654975,0.03137013957245207
11,0.2719549454620098,0.04938680808133031,0.08402386475521127,0.04938680808133031,0.08402386475521127,0.023410335617781396,0.03205147740530837
12,0.26140163081132006,0.05021544580091931,0.0856811401931545,0.05021544580091931,0.0856811401931545,0.023630258780038233,0.0325098200171771
13,0.25470442253318915,0.04971826316916591,0.08717268808841468,0.04971826316916591,0.08717268808841468,0.023302487922813232,0.03271976031763075
14,0.25087565828258335,0.05021544580091931,0.08634405036882568,0.05021544580091931,0.08634405036882568,0.02316745552569282,0.032256054889841665
15,0.2490696392457523,0.05071262843143794,0.08601259528099009,0.05071262843143794,0.08601259528099009,0.02333271605069763,0.03217044165793202
16,0.2472234594907103,0.05187272123886253,0.08684123300057908,0.05187272123886253,0.08684123300057908,0.02363078796820586,0.032400518590334354
17,0.24387409231563514,0.05203844878278033,0.08700696045312417,0.05203844878278033,0.08700696045312417,0.023910853110394575,0.03269465986292292
18,0.24376193409225555,0.052535631414533726,0.08916141861542827,0.052535631414533726,0.08916141861542827,0.024115569750016833,0.03326981930561638
19,0.2402962040854322,0.05352999667804052,0.09148160413890474,0.05352999667804052,0.09148160413890474,0.024664341331017227,0.03410237157741425
20,0.2368169593381762,0.053861451765876124,0.09148160423027746,0.053861451765876124,0.09148160423027746,0.024811412958828945,0.03421415157374124
21,0.23312264341482425,0.054027179311028684,0.09164733168282255,0.054027179311028684,0.09164733168282255,0.026061707717404486,0.03553994829041953
22,0.2291999249388261,0.05485581703061768,0.0952933377379173,0.05485581703061768,0.0952933377379173,0.027226995789737033,0.03741264992934072
23,0.2236411648379643,0.055187272117218515,0.09661915808925971,0.055187272117218515,0.09661915808925971,0.02801222985447994,0.038448752811315004
24,0.22067018078772116,0.057010275100314305,0.09811070589561671,0.057010275100314305,0.09811070589561671,0.028910630713823538,0.03923920460630617
25,0.21649383109411438,0.0586675505394923,0.09943652633833182,0.0586675505394923,0.09943652633833182,0.02954567335348454,0.03977671918299643
26,0.21230766783696947,0.05982764334691689,0.1002651639665481,0.05982764334691689,0.1002651639665481,0.030060847383393804,0.040145799400946106
27,0.21043709170742203,0.061319191242177086,0.10109380168613709,0.061319191242177086,0.10109380168613709,0.030875147794171758,0.040820345588159314
28,0.2073784274502928,0.06082200861165845,0.10225389467136806,0.06082200861165845,0.10225389467136806,0.030894021308225515,0.041286745394821155
29,0.20503527098990257,0.06165064633001268,0.10258534967030047,0.06165064633001268,0.10258534967030047,0.0313876458790362,0.04165867181173175
30,0.20273105501717975,0.06380510440217883,0.10275107730312145,0.06380510440217883,0.10275107730312145,0.03214434589536223,0.04191309762862411
31,0.20003620731828142,0.06397083194609664,0.10407689756556066,0.06397083194609664,0.10407689756556066,0.03232055067099856,0.042388438362903576
32,0.1991467665309601,0.06513092475352122,0.10573417300226912,0.06513092475352122,0.10573417300226912,0.03271839879934741,0.04281070480233674
33,0.19739666816144466,0.06380510440341361,0.10457408019484453,0.06380510440341361,0.10457408019484453,0.03241702113985857,0.04259048954188271
34,0.19555047376899967,0.063473649315578,0.10540271800580624,0.063473649315578,0.10540271800580624,0.03251024545316995,0.04301730559180025
35,0.19461843105987414,0.06413655948877967,0.10573417309364183,0.06413655948877967,0.10573417309364183,0.0324175072285042,0.04281732282129925
36,0.19240765725465625,0.06347364931310848,0.10705999335608105,0.06347364931310848,0.10705999335608105,0.032526174849741976,0.043418534203776074
37,0.19159152484556233,0.06397083194609664,0.10623135563649205,0.06397083194609664,0.10623135563649205,0.03255994042198281,0.04315703763155144
38,0.190164113031023,0.06430228703393223,0.10755717598783444,0.06430228703393223,0.10755717598783444,0.0325252821386221,0.04336438125279079
39,0.18889999264068946,0.06513092475352122,0.10921445133810925,0.06513092475352122,0.10921445133810925,0.03302126982671301,0.04404384288893637
40,0.18581458651112093,0.06612529001702802,0.11070599932474216,0.06612529001702802,0.11070599932474216,0.0332120819033343,0.044314279034239866
41,0.1849763558968911,0.06645674510486362,0.11203181967608455,0.06645674510486362,0.11203181967608455,0.03323295411527562,0.04459384122951698
42,0.18364775522580504,0.06678820019269922,0.11302618484821864,0.06678820019269922,0.11302618484821864,0.033178501588038985,0.04470671235374121
43,0.1828176168755493,0.06695392773785179,0.11302618493959135,0.06695392773785179,0.11302618493959135,0.03376995946071057,0.045280855650345855
44,0.18117715449675442,0.06695392773785179,0.11418627774825071,0.06695392773785179,0.11418627774825071,0.033791361570192815,0.04564446176226008
45,0.17912030702993145,0.06711965528176958,0.11418627774825071,0.06711965528176958,0.11418627774825071,0.03341839598219522,0.04525233026288936
46,0.17774949145752594,0.06844547563311199,0.11468346037876934,0.06844547563311199,0.11468346037876934,0.0338989766965965,0.045491817239073085
47,0.17687436636153173,0.06778256545744078,0.11617500827402953,0.06778256545744078,0.11617500827402953,0.03398107985243878,0.04613074370686744
48,0.1759991459674677,0.06811402054527638,0.11700364590224581,0.06811402054527638,0.11700364590224581,0.03418615627953617,0.04644665398990274
49,0.1746237313588405,0.06827974808795942,0.1191581039731772,0.06827974808795942,0.1191581039731772,0.03446846316733086,0.04717662385462687
50,0.1729613001335986,0.06811402054527638,0.12048392441342277,0.06811402054527638,0.12048392441342277,0.0341628076790168,0.04727054995762164
